question,answer
"Sunny verkauft Lebkuchen und Apfelkuchen für eine Spendenveranstaltung. Am Samstag verkaufte er 10 Kartons Lebkuchen und 4 Kartons Apfelkuchen weniger als am Sonntag. Am Sonntag verkaufte er 5 Kartons Lebkuchen mehr als am Samstag und 15 Kartons Apfelkuchen. Wenn das Lebkuchen $6 und der Apfelkuchen $15 kostet, wie viel hat Sunny für zwei Tage verdient?","Er hat am Sonntag 15 Schachteln Lebkuchen verkauft. Die Gesamtzahl der Lebkuchen mit Lebkuchen, die Sunny verkauft hat, beträgt 10 + 15 = <<10+15=25>> 25. Sunny verdiente 25 x $6 = $ <<25*6=150>> 150 für den Verkauf von Lebkuchen. Er hat am Samstag 11 Kisten Apfelkuchen verkauft. Die Gesamtzahl der Kisten Apfelkuchen, die Sunny verkauft hat, beträgt 15 + 11 = <<15+11=26>> 26. Er verdiente 26 x $15 = $ <<26*15=390>> 390 für den Verkauf von Apfelkuchen. Also, Sunny verdiente $150 + $390 = $ <<150+390=540>> 540 für zwei Tage. #### 540"
"Pamela trägt jede Stunde, die sie draußen ist, eine Unze Sonnencreme auf. Ihre Sonnencreme kommt in 8-Unzen-Flaschen. Wenn sie im Urlaub acht Tage lang vier Stunden am Tag draußen ist, wie viele Flaschen Sonnencreme muss sie dann mitnehmen?","Sie wird 4 Stunden am Tag für 8 Tage draußen sein, also ist das 4*8 = <<4*8=32>> 32 Stunden Sie wendet 1 Unze Sonnencreme jede Stunde an und sie wird für 32 Stunden draußen sein, also braucht sie 1*32 = <<1*32=32>> 32 Unzen Sonnencreme Ihre Flasche enthält 8 Unzen Sonnencreme und sie braucht 32 Unzen, also muss sie 32/8 = 4 Flaschen Sonnencreme #### 4 packen"
Das rote Auto ist 40% billiger als das blaue Auto. Der Preis für das blaue Auto beträgt 100 Dollar. Wie viel kosten beide Autos?,"Das rote Auto ist 40/100 * 100 = $ <<40/100*100=40>> 40 billiger als das blaue Auto. Das bedeutet, dass das rote Auto 100 - 40 = $ <<100-40=60>> 60 kostet. Beide Autos kosten also 100 + 60 = $ <<100+60=160>> 160. #### 160"
"Emil ist jetzt 19 Jahre alt. Wenn er 24 wird, ist er halb so alt wie sein Vater, aber doppelt so alt wie sein Bruder. Wie alt sind sein Vater und sein Bruder zusammen?","Sein Vater wird 24 x 2 = <<24*2=48>> 48 Jahre alt sein, wenn Emil 24 ist. Sein Bruder wird dann 12 Jahre alt sein. Emil wird in 24 Jahren 24 - 19 = <<24-19=5>> 5 Jahre alt. Sein Vater ist jetzt 48 - 5 = 43 Jahre alt. Sein Bruder ist 12 - 5 = <<12-5=7>> 7 Jahre alt. Die Summe des Alters seines Vaters und seines Bruders ist jetzt 43 + 7 = <<43+7=50>> 50. #### 50"
"Adrianne sammelt verschiedene Arten von Perlen für die Herstellung von Armbändern. Ihre Mutter gab ihr 20 Metallperlen. Ihre Schwester gab ihr zehn mehr Perlen als ihre Mutter, und ihre Freundin gab ihr doppelt so viele wie ihre Mutter. Wie viele Perlen hatte Adrianne insgesamt?",Adrianne erhielt 20 +10 = <<20+10=30>> 30 Perlen von ihrer Schwester. Und sie erhielt 2 x 20 = <<2*20=40>> 40 Perlen von ihrem Freund. Daher hatte Adrianne insgesamt 20 + 30 + 40 = <<20+30+40=90>> 90 Perlen. #### 90
"Am Donnerstag hat Joe zwei Kilo Krebse gefangen. Er hat am Freitag viermal so viel gefangen und am Samstag nur halb so viel wie am Freitag. Wenn 1 Portion Krebs 3 Pfund ist, wie viele Portionen hat er?","Am Samstag hat er die Hälfte der Menge der 12 Pfund gefangen, die er am Freitag gefangen hat also hat er 12/2 = <<12/2=6>> 6 Pfund In drei Tagen hat er 3+12+6 = <<3+12+6=21>> 21 Pfund Krabben gefangen 3 Pfund ist eine Portion und er hat 21 Pfund gefangen also hat er 21/3 = <<21/3=7>> 7 Portionen Krabben #### 7"
"In Mr. Ropers Klasse von 30 Schülern, 20% der Klasse sind Fußballspieler. Von der restlichen Klasse sind 25% der Schüler Cheerleader oder Bandmitglieder. Diese drei Schülergruppen müssen heute früh aufbrechen, um zu einem Auswärtsspiel zu reisen. Wie viele Schüler gehen früher?",20% der 30 Schüler der Klasse sind Fußballspieler also das ist .20*30 = <<.20*30=6>> 6 Studenten Es gibt 30 Studenten und 6 sind Fußballspieler also bleibt 30-6 = <<30-6=24>> 24 Studenten 25% der verbleibenden 24 Studenten sind Teil der Band oder Cheerleading also das ist .25*24 = <<.25*24=6>> 6 Studenten 6 Studenten sind Fußballspieler und 6 sind Teil der Band/Cheerleading also 6+6 = <<6+6=12>> 12 Studenten werden #### 12 vorzeitig verlassen
"Charlie hat Stiefel, die fünfmal so groß sind wie Sophies. Wenn Sophie Stiefel Nummer fünf trägt, was ist die durchschnittliche Schuhgröße, die von den beiden getragen wird?","Wenn Sophie Schuhgröße fünf trägt, trägt Charlie 5 * Schuhgröße 5 = Schuhgröße <<5*5=25>> 25 Ihre kombinierte Schuhgröße für die beiden ist Schuhgröße 25 + Schuhgröße 5 = <<25+5=30>> 30 Der Durchschnitt für die Schuhgröße, die die beiden tragen, ist Schuhgröße 30/2 = Schuhgröße <<30/2=15>> 15 #### 15"
"Pat hat ein Blumenbeet, das 35 Meter lang ist. Pat will ihr Blumenbeet mit Pflanzen füllen. Pat's Blüten werden 12 Zoll breit, also muss sie 1,5 Fuß zwischen jeder Pflanze lassen. Pat besitzt bereits 17 Blumen. Jede Blütenpflanze kostet 6 Dollar im Laden, wie viel Geld wird Pat im Laden ausgeben, um ihr Blumenbeet zu füllen?","Pats Blumenbeet ist 111 Fuß / 1,5 Fuß pro Pflanze = <<111/1.5=74>> 74 Pflanzen benötigt. Pat muss 74 Pflanzen kaufen - 17 Pflanzen = <<74-17=57>> 57 Pflanzen müssen gekauft werden. Pat wird 57 Pflanzen * 6 $ = $ <<57*6=342>> 342 ausgeben. #### 342"
"Edgar isst 18 Brezeln am Tag. Wenn sein Bruder 1/2 so viele isst, wie viele isst sein Bruder in einer Woche?","Sein Bruder isst 9 Brezeln pro Tag , weil 18 / 2 = <<18/2=9>> 9 Sein Bruder isst 63 in einer Woche , weil 9 x 7 = <<9*7=63>> 63 #### 63"
"Katherine hat fünf Hängekörbe zu füllen. In jeden Korb will sie 3 Petunien und 2 Süßkartoffelreben legen. Die Petunien kosteten 3 Dollar pro Stück und die Süßkartoffelreben 2,50 Dollar pro Stück. Wie viel wird sie ausgeben, um alle fünf Hängekörbe zu füllen?",Die Petunien sind $3.00 pro Stück und sie will 3 pro Korb also das ist 3.00*3 = $<<3*3=9.00>> 9.00 Die Süßkartoffelreben sind $2.50 pro Stück und sie will 2 pro Korb also das ist 2.5*2 = $<<2.5*2=5.00>> 5.00 Für 1 Korb werden die Petunien $9.00 und die Süßkartoffelreben $5.00 kosten für insgesamt 9+5 = $<<9+5=14.00>> 14.00 Jeder Korb kostet $14.00 zu füllen und sie muss 5 Körbe füllen für insgesamt 14*5 = $<<14*5=70.00>> 70.00 #### 70
"Artemis pflanzt Blumen mit ihrem Vater. Sie kaufen einen 30 Pfund schweren Sack Erde. Jede Rose braucht ein Pfund. Jede Nelke braucht 1,5 Pfund. Jede Sonnenblume braucht 3 Pfund. Wenn sie 4 Sonnenblumen und 10 Nelken pflanzen, wie viele Rosen können sie dann pflanzen?","Sie verwendeten 12 Pfund für die Sonnenblumen, weil 4 x 3 = <<4*3=12>> 12 Sie verwendeten 15 Pfund für Nelken, weil 10 x 1,5 = <<10*1.5=15>> 15 Sie haben 27 Pfund insgesamt verwendet, weil 12 + 15 = <<12+15=27>> 27 Sie haben 30 Pfund übrig, weil 30 - 27 = <<30-27=3>> 3 Die Dose kann drei Rosen pflanzen, weil 3 / 1 = <<3/1=3>> 3 #### 3"
"Jessica verdient $2.000 im Monat. Sie legt 25% ihres Gehalts für schicke Schuhe beiseite. Jedes Paar Schuhe, das sie kauft, kostet 1.000 Dollar. Wie viele Schuhe kann sie in einem Jahr kaufen?","Sie wird $2,000.00 pro Monat bezahlt und sie spart 25% für Schuhe, also spart sie 2000*.25 = $<<2000*.25=500.00>> 500.00 Sie spart $500.00 pro Monat für 12 Monate, also spart sie 500*12 = $<<500*12=6000.00>> 6,000.00 Jedes Paar Schuhe kostet $1,000.00 und sie hat $6,000.00 gespart, also kann sie 6000/1000 = 6 Paar Schuhe pro Jahr kaufen #### 6"
"Emily kann 6 Garnelen pro Minute schälen und 30 Garnelen in 10 Minuten sauten. Wie lange braucht sie, um 90 Garnelen zu schälen und zu kochen?","Finden Sie zunächst heraus, wie lange Emily braucht, um die Garnelen zu schälen: 90 Garnelen / 6 Garnelen / Minute = <<90/6=15>> 15 Minuten Dann finden Sie heraus, wie viele Chargen Garnelen sie kochen muss: 90 Garnelen / 30 Garnelen / Charge = <<90/30=3>> 3 Chargen Dann multiplizieren Sie die Anzahl der Chargen mit der Zeit pro Charge, um die gesamte Kochzeit zu finden: 3 Chargen * 10 Minuten / Charge = <<3*10=30>> 30 Minuten Dann addieren Sie die Schälzeit, um die gesamte Zeit zu finden, die Emily verbringt: 30 Minuten + 15 Minuten = <<30+15=45>> 45 Minuten #### 45"
"Eine Klimaanlage kühlt einen Raum bei niedriger Temperatur um 2 Grad pro Stunde und bei höherer Temperatur um 3 Grad pro Stunde ab. Der Raum erwärmt sich mit 2 Grad pro Stunde, ohne dass die Klimaanlage läuft. Die Klimaanlage lief 3 Stunden lang auf Tief, dann wurde sie 4 Stunden lang auf Hoch eingeschaltet. Danach wurde es für 2 Stunden ausgeschaltet. Wie viel Grad war die Endtemperatur niedriger als die Anfangstemperatur?","Die Klimaanlage lief 3 Stunden auf Tief, so dass die Temperatur 2 * 3 = <<3*2=6>> 6 Grad fiel. Es lief dann für 4 Stunden auf hoher Höhe, so dass die Temperatur weitere 3 * 4 = <<3*4=12>> 12 Grad fiel. Es wurde dann für 2 Stunden ausgeschaltet, so daß die Temperatur um 2 * 2 = <<2*2=4>> 4 Grad anstieg. Somit war die Endtemperatur 6 + 12 - 4 = <<6+12-4=14>> 14 Grad niedriger als die Ausgangstemperatur. #### 14"
"Der Komet Halley umkreist die Sonne alle 75 Jahre. Bills Vater sah den Kometen, als er 30 war. Bill sah den Kometen ein zweites Mal, als er drei Mal so alt war, wie sein Vater, als er den Kometen sah. Wie alt war Bill, als er den Kometen zum ersten Mal sah?","Bill sah den Kometen zum zweiten Mal, als er 30 Jahre * 3 = <<30*3=90>> 90 Jahre alt war. Der Halley-Komet kann alle 75 Jahre gesehen werden, also sah Bill den Kometen zum ersten Mal, als er 90 Jahre alt war - 75 Jahre = <<90-75=15>> 15 Jahre alt. #### 15"
"Buford schreibt jedes Jahr viele Schecks aus. Einmal im Monat schreibt er einen Scheck, um die Stromrechnung zu bezahlen. Er schreibt auch jeden Monat einen Scheck für die Gasrechnung. Zweimal im Monat schreibt er einen Scheck an die Kirche. Und vierteljährlich schreibt er einen Scheck an den Schädlings- und Rasendienst. Wie viele Schecks schreibt Buford pro Jahr aus?","Einmal im Monat schreibt er einen Scheck, um die Stromrechnung zu bezahlen, oder 1*12= <<1*12=12>> 12 Schecks pro Jahr. Er schreibt auch jeden Monat einen Scheck für die Gasrechnung, oder 1*12-12 Schecks pro Jahr. Zweimal im Monat schreibt er einen Scheck an die Kirche, oder 2*12-24 Schecks pro Jahr. Vierteljährlich schreibt er einen Scheck an den Schädlings- und Rasendienst, oder 1*4= <<1*4=4>> 4 Schecks pro Jahr. Insgesamt schreibt Buford 12+12+24+4= <<12+12+24+4=52>> 52 Schecks pro Jahr. #### 52"
"Ein Flughafen hat nur zwei Flugzeuge, die mehrmals am Tag fliegen. Jeden Tag fliegt das erste Flugzeug für drei Viertel seiner Flüge nach Griechenland. und Die übrigen Flüge werden zu gleichen Teilen zwischen den Flügen nach Frankreich und den Flügen nach Deutschland aufgeteilt. Das zweite Flugzeug fliegt ausschließlich nach Polen, und seine 44 Flüge betragen nur die Hälfte der Flüge, die das erste Flugzeug täglich macht. Wie viele Flüge nach Frankreich nimmt das erste Flugzeug an einem Tag?","Das zweite Flugzeug fliegt halb so viel wie das erste, also macht das erste Flugzeug 44 Flüge * 2 = <<44*2=88>> 88 Flüge pro Tag. Wenn 3/4 der Flüge des ersten Flugzeugs nach Griechenland sind, dann machen die Flüge nach Frankreich oder Deutschland 1 3/4 = 1/4 der gesamten täglichen Flüge aus. 88 tägliche Flüge / 4 = <<88/4=22>> 22 Flüge nach Frankreich oder Deutschland. Wenn man diese Flüge gleichmäßig aufteilt, macht das erste Flugzeug 22 Flüge / 2 = <<22/2=11>> 11 Flüge nach Frankreich an einem Tag. #### 11"
"Tobias, Chikote und Igneous sind die drei kleinen Wölfe, die im Wald leben und jede Nacht auf den Mond heulen. Wenn Tobias heult, dauert jedes Heulen insgesamt 20 Sekunden. Chikote heult doppelt so lange wie Tobias. Und Igneous heult so lange wie die anderen beiden Wölfe zusammen. Wie lange dauern die drei Wölfe zusammen, gemessen an Minuten?",Chikote heult für 20*2= <<20*2=40>> 40 Sekunden. Igneöse Heulen für 20+40= <<20+40=60>> 60 Sekunden. Insgesamt beträgt die Gesamtdauer der drei Wölfe in Sekunden 20+40+60= <<20+40+60=120>> 120 Sekunden. Somit beträgt die Gesamtdauer der drei Wölfe in Minuten 120/60= <<120/60=2>> 2 Minuten. #### 2
"Adam kaufte sich neue Hosen für 30 Dollar. Seine Mutter gab ihm dafür sechs Dollar, und sein Vater gab ihm doppelt so viel. Wie viel Geld mußte Adam aus seinen Ersparnissen spenden?","Adams Vater gab ihm $ 6 * 2 = $ <<6*2=12>> 12. Wenn man also den Preis bedenkt, den Adam für seine Hosen aus seinen Ersparnissen bezahlen musste: 30 $ - 12 $ - 6 $ = <<30-12-6=12>> 12 $. #### 12"
"Vier Kinder spielen zusammen: Akbar, Alessandro, Helene und Wilfred. Helene ist doppelt so alt wie das Durchschnittsalter der Gruppe, und das Gesamtalter der Kinder beträgt 20 Jahre. Wenn Akbar 3 und Alessandro 4 Jahre alt sind, berechne das Alter von Wilfred.","Wenn das Gesamtalter der Kinder 20 Jahre beträgt, beträgt das Durchschnittsalter der Gruppe 20 Jahre / 4 = <<20/4=5>> 5 Jahre. Helene ist doppelt so alt wie das Durchschnittsalter der Gruppe, was bedeutet, dass Helene 2 * 5 Jahre = <<2*5=10>> 10 Jahre alt ist. Das Gesamtalter der drei Kinder beträgt 10 Jahre + 3 Jahre + 4 Jahre = <<10+3+4=17>> 17 Jahre. Wilfreds Alter beträgt 20 Jahre - 17 Jahre = <<20-17=3>> 3 Jahre. #### 3"
"Walter sammelt Geld für wohltätige Zwecke. Zuerst sammelt er 500 Dollar von seinen Nachbarn. Dann sammelt er 1500 Dollar aus einem Fonds, den er online eingerichtet hat. Sein Anwalt bietet an, dreimal so viel zu spenden wie alle anderen. Walter wird ihm von seinen Nachbarn und dem Online-Fonds erzählen, bis sein Freund ihm auch 200 Dollar gibt. Wie viel wird Walters Anwalt beisteuern?","Walter sammelt $500 + $1500 + $200 = $<<500+1500+200=2200>> 2.200 er sammelt von jedem für wohltätige Zwecke. Sein Anwalt hat angeboten, das Dreifache dieser Summe zu spenden, $2,200 x 3 = $<<3*2200=6600>> 6,600, die Walters Anwalt spenden wird. #### 6 , 600"
"Dylan nahm an einer Hochzeit teil, bei der 100 Gäste an der Rezeption waren. Jeder Gast brachte einen Teller mit 15 Keksen. Die Braut beschloss, die Hälfte der Kekse der Kirche nebenan zu geben, als Dankeschön für die Hilfe bei der Hochzeitsfeier. Wenn jede Person in der Kirche nebenan 15 Kekse bekam, wie viele Menschen waren in der Kirche nebenan?","Wenn jeder der 100 Gäste einen Teller mit 15 Keksen mitbrachte, dann ist die Gesamtzahl der mitgebrachten Kekse 100*15 = <<100*15=1500>> 1500 Kekse. Wenn die nächste Kirche 1/2 der Anzahl der Kekse bekam, dann bekamen sie 1/2*1500 = <<1/2*1500=750>> 750 Kekse. Wenn jede Person in der Kirche nebenan 15 Kekse bekam, dann gab es 750/15 = <<750/15=50>> 50 Personen. #### 50"
"Eine sechsköpfige Familie (2 Erwachsene und 4 Kinder) soll eine Wassermelone so teilen, daß jeder Erwachsene ein Stück bekommt, das doppelt so groß ist wie das jedes Kindes. Wie viel Prozent der Wassermelone bekommt jeder Erwachsene?","Sei x der Prozentsatz der Wassermelone, die jeder Erwachsene bekommt. Da jedes Kind die Hälfte von dem bekommt, was jeder Erwachsene bekommt, bekommt jedes Kind x/2 Prozent der Wassermelone Also wird die Wassermelone in 2*x und 4*(x/2) prozentual aufgeteilt Die Prozentsätze müssen sich auf 100 summieren, also 2x+2x = 100 (nach Vereinfachung) x = 100/4 = <<100/4=25>> 25, was bedeutet, dass jeder Erwachsene 25% der Wassermelone bekommt #### 25"
"Dr. Jones hat seine Zeit für Montag geplant. Er verbringt an diesem Tag neun Stunden in der Klinik, in der er arbeitet. Er muss Runden machen, um Patienten zu überprüfen, die in der Klinik bleiben, was 20 Minuten pro Patient dauert, und Er hat zehn Termine, die jeweils 30 Minuten dauern. Wie viele Stunden hat Dr. Jones noch, um seine Unterlagen zu aktualisieren, wenn er 9 stationäre Patienten in der Klinik hat?","Dr. Jones hat 9 stationäre Patienten, also werden seine Runden 9 x 20 = <<9*20=180>> 180 Minuten dauern. Er hat zehn Termine, die 10 * 30 = <<10*30=300>> 300 Minuten dauern werden. Die Runden und Termine werden insgesamt 180 + 300 = <<180+300=480>> 480 Minuten dauern. Eine Stunde ist 60 Minuten, also dauern Runden und Termine 480 / 60 = <<480/60=8>> 8 Stunden. Dr. Jones hat noch eine Stunde, um seine Aufzeichnungen zu aktualisieren. #### 1"
"Jordan wollte ihre Mutter mit einer hausgemachten Geburtstagstorte überraschen. Nachdem sie die Anweisungen gelesen hatte, wusste sie, dass es 20 Minuten dauern würde, den Teig zu machen und 30 Minuten, den Kuchen zu backen. Der Kuchen würde 2 Stunden brauchen, um abzukühlen und weitere 10 Minuten, um den Kuchen zu frostieren. Wenn sie vorhat, den Kuchen am selben Tag zu backen, wann spätestens kann Jordan damit anfangen, den Kuchen zu backen, damit er um 17:00 Uhr serviert werden kann?","1 Stunde ist 60 Minuten, also wissen wir, dass 2 Stunden, um den Kuchen abzukühlen, das gleiche ist wie 2*60 also <<2*60=120>> 120 Minuten Es wird Jordan 20 Minuten dauern, den Teig zu machen, 30 zu backen, 120 zu kühlen und 10 zu frostieren, so dass der Kuchen 20 +30 + 120 +10 = <<20+30+120+10=180>> 180 Minuten insgesamt dauern wird Jordan muss 180 Minuten in Stunden umwandeln, also 180/60 = <<180/60=3>> 3 Stunden Wenn der Kuchen bis 17 Uhr fertig sein muss und es insgesamt 3 Stunden dauern wird, dann 5-3 = <<5-3=2>> 2:00 Uhr ist die letzte Zeit, die sie benötigt, um den Kuchen #### 2 zu machen"
"Lisa und Peter verkaufen Schokoriegel von Tür zu Tür. Lisa verkaufte dreieinhalb Schachteln Schokoriegel, und Peter verkaufte viereinhalb Schachteln. Sie verkauften zusammen 64 Schokoladenriegel. Wie viele Schokoriegel sind in einer Schachtel?",Lassen Sie B für die Anzahl der Schokoriegel in einer Schachtel stehen. Lisa hat dreieinhalb Bar verkauft. Peter hat 4 1/2 * B Bars verkauft. Zusammen verkauften sie 3 1/2 * B + 4 1/2 * B = 8B = 64 Barren. Es sind also B = 64 / 8 = <<64/8=8>> 8 Schokoladenstücke in einer Schachtel. #### 8
"Ein Tanzstudio bietet Schülern Unterricht an. Es kostet 25 Dollar pro Sitzung, das Studio zu mieten, plus 1,50 Dollar pro Schüler pro Sitzung. Derzeit hat das Tanzstudio 10 Schüler und wird 3 Tage in der Woche gemietet. Wie hoch sind die erwarteten Einnahmen des Tanzstudios in einem Monat?","Das Gesamtverdienst von 10 Studenten beträgt $1,50 x 10 = $<<1.50*10=15>> 15 pro Sitzung. Die Gesamteinnahmen pro Sitzung sind $15 + $25 = $<<15+25=40>> 40. Somit verdient das Tanzstudio jede Woche 40 x 3 = 120 Dollar. Daher wird es $120 x 4 = $ <<120*4=480>> 480 in einem Monat verdienen. #### 480"
"Peter hat 4 Schachteln mit der gleichen Anzahl von Schokoriegeln in jedem, während Martha 7 Schachteln mit der gleichen Anzahl von Schokoriegeln in jedem hat. Wenn Peter und Martha insgesamt 64 bzw. 56 Schokoladenstücke haben, wie viele mehr Schokoladenstücke hat Peter in jeder Schachtel als Martha?",Peter hat 64 Schokoladenstücke in 4 gleichen Boxen also gibt es 64/4 = <<64/4=16>> 16 Stücke in jeder Box Martha hat 56 Schokoladenstücke in 7 gleichen Boxen also gibt es 56/7 = <<56/7=8>> 8 Stücke in jeder Box Peter hat 16-8 = <<16-8=8>> 8 Stücke mehr als Martha in jeder Box #### 8
"Die Anzahl der Stachelschweine in einem Park beträgt 50. Die Anzahl der weiblichen Stachelschweine beträgt 3/5 der Gesamtpopulation. Wenn jedes weibliche Stachelschwein jeden Monat 4 Jungtiere zur Welt bringt, wie viele Stachelschweine werden dann nach einem Jahr im Park sein?","Die Anzahl der weiblichen Stachelschweine im Park beträgt 3/5*50 = <<3/5*50=30>> 30. In einem Monat gebären die 30 weiblichen Stachelschweine 30*4 = <<30*4=120>> 120 Neugeborene. Nach einem Jahr, mit 12 Monaten, beträgt die Gesamtzahl der neuen Stachelschweine im Park 120*12 = <<120*12=1440>> 1440 Die Gesamtpopulation der Stachelschweine im Park nach einem Jahr beträgt 50+1440 = <<50+1440=1490>> 1490 #### 1490"
"Die Smith-Familie bereitet sich auf den Sommer vor und ihr Schwimmbad muss gefüllt werden. Der Pool-Unternehmen beauftragte sie zu messen, um das Volumen des Pools zu finden, Dann ... um es mit 5,9 zu multiplizieren, um zu berechnen, wie viele Gallonen Wasser sie brauchen. Die Kosten für den Pool-Unternehmen zu kommen und den Pool zu füllen ist 0,10 $ pro Gallone. Das ist Mr. Smith maß und stellte fest, dass der Pool vier Meter breit, fünf Meter lang und vier Meter tief ist. Wie viel wird es kosten, den Pool zu füllen?","Das ist Mr. Smith stellte fest, dass das Volumen des Pools 14 Fuß breit x 25 Fuß lang x 4 Fuß tief = <<14*25*4=1400>> 1.400 Kubikfuß war. Er folgte den Anweisungen des Poolunternehmens und stellte fest, dass sein Pool 1.400 x 5,9 = <<1400*5.9=8260>> 8.260 Gallonen Wasser benötigte. Die Kosten für die Befüllung des Pools betragen 0,10 $ x 8.260 Gallonen = $ <<0.10*8260=826>> 826. #### 826"
"Zwei Freunde spielen Pick-up-Sticks. Beim Spielen bemerkten sie, dass es 9 rote Stöcke und 5 mehr blaue Stöcke als rote gibt. Außerdem ist die Anzahl der gelben Stöcke 3 weniger als die der blauen Stöcke. Wie viele Stöcke haben sie?",Es gibt 9 + 5 = <<9+5=14>> 14 blaue Stöcke. Es gibt 14 - 3 = <<14-3=11>> 11 gelbe Stöcke. Es gibt insgesamt 9 + 14 + 11 = <<9+14+11=34>> 34 Stöcke. #### 34
Matteo reiste vier Stunden lang mit 55 Meilen pro Stunde. Shandy fuhr 10 Stunden lang mit 45 Meilen pro Stunde. Wie viele Meilen fuhr Shandy weiter als Matteo?,Matteo = 55 * 4 = <<55*4=220>> 220 Meilen Shandy = 45 * 10 = <<45*10=450>> 450 Meilen 450 - 220 = <<450-220=230>> 230 Meilen Shandy fuhr 230 Meilen weiter als Matteo. #### 230
"Die Brook Hills High School hat derzeit 3000 Schüler. Die Hälfte dieser Studenten ist über 16 Jahre alt, und ein Viertel der Studenten über 16 Jahre ist männlich. Die verbleibende Hälfte der Studenten ist unter 16 Jahre alt, und die Hälfte der Studenten unter 16 Jahren ist männlich. Wie viele weibliche Schüler sind insgesamt an dieser Schule eingeschrieben?","3000-1500= <<3000-1500=1500>> 1500 Schüler sind über 16 Jahre alt. 1500*0,25= <<1500*0.25=375>> 375 Schüler dieses Alters sind männlich. 1500/2= <<1500/2=750>> 750 Schüler unter 16 Jahren sind männlich. Insgesamt sind 750+375= <<750+375=1125>> 1125 männliche Studenten eingeschrieben. Es sind also 3000-1125= <<3000-1125=1875>> 1875 weibliche Studenten eingeschrieben. #### 1 , 875"
Bethany kann 10 Runden auf der Rennstrecke in einer Stunde laufen. Trey kann vier Runden mehr laufen als Bethany. Shaelyn kann halb so viele Runden laufen wie Trey. Quinn kann zwei Runden weniger laufen als Shaelyn. Wie viele Runden kann Bethany im Vergleich zu Quinn laufen?,Trey kann 10 + 4 = <<10+4=14>> 14 Runden in einer Stunde laufen. Shaelyn kann 7 Runden in einer Stunde laufen. Quinn kann 7 - 2 = <<7-2=5>> 5 Runden laufen. Bethany kann 10 - 5 = <<10-5=5>> 5 Runden mehr laufen als Quinn. #### 5
"Ein Tank hat eine Kapazität von 18000 Gallonen. Wanda und Ms. B beschloss, Wasser aus einem Teich zu pumpen, um den Tank in zwei Tagen zu füllen. Am ersten Tag, als sie in Schichten arbeitete, füllte Wanda 1/4 der Kapazität des Tanks mit Wasser, und Ms. B pumpte 3/4 so viel Wasser, wie Wanda an diesem Tag in den Tank gepumpt hatte. Am zweiten Tag pumpte Wanda zwei Drittel der Wassermenge aus, die sie am Vortag gepumpt hatte. B pumpte nur 1/3 der Gallonen, die sie am ersten Tag gepumpt hatte. Wie viele Gallonen Wasser sind noch übrig, bis der Tank voll ist?","Am ersten Tag pumpte Wanda 1/4*18000 Gallonen = <<1/4*18000=4500>> 4500 Gallonen Wasser. Am selben Tag erhielt Frau B pumpte 3/4*4500 Gallonen = <<3/4*4500=3375>> 3375 Gallonen Wasser in den Tank. Am ersten Tag pumpten sie insgesamt 3375 Gallonen + 4500 Gallonen = <<3375+4500=7875>> 7875 Gallonen zusammen. Am zweiten Tag pumpte Wanda 2/3 * 4500 Gallonen = <<2/3*4500=3000>> 3000 Gallonen. B auch gepumpt 3375 Gallonen * 1/3 = <<3375*1/3=1125>> 1125 Gallonen Zusammen, am zweiten Tag, sie gepumpt 3000 Gallonen + 1125 Gallonen = <<3000+1125=4125>> 4125 Gallonen In den zwei Tagen, sie gepumpt insgesamt 4125 Gallonen + 7875 Gallonen = <<4125+7875=12000>> 12000 Gallonen Die Menge der Gallonen verbleibenden für den Tank voll ist 18000 Gallonen - 12000 Gallonen = <<18000-12000=6000>> 6000 Gallonen #### 6000"
"Maria war dabei, ihre Powerbank aufzuladen, bevor sie in den Park ging, als sie sie abschaltete und bemerkte, dass die Powerbank noch nicht vollständig aufgeladen war. Im Park fragten sie ihre Freunde, ob sie ihre Handys aufladen könnten. Während sie die Handys ihrer Freunde aufgeladen hat, bemerkte sie, dass ihre Powerbank jede Stunde 9% der Gesamtkapazität verlor. 5 Stunden später begann die Batterie stattdessen 7% der Gesamtkapazität pro Stunde für etwa 3 Stunden zu verlieren. Am Ende betrug die verbleibende Gebühr 28%. Wie hoch war die Ladung der Powerbank, als Maria in den Park ging?","Zunächst verlor die Powerbank 9% pro Stunde * 5 Stunden = 45%. Später verlor die Powerbank 7% pro Stunde * 3 Stunden = 21%. Die verbleibende Power-Bank-Gebühr betrug 28%, also war die Power-Bank-Gebühr vor dem Besuch des Parks 45 + 21 + 28 = 94%. #### 94"
"Janet bekommt einen Job als Kellnerin. Sie verdient 10 Dollar pro Stunde durch Löhne und weitere 15 Dollar pro Stunde durch Trinkgelder. Sie will 20% der Kosten für ein 10.000-Dollar-Auto für eine Anzahlung sparen. Wenn sie 40 Stunden pro Woche arbeitet, wie viele Wochen muss sie arbeiten, um die Anzahlung zu sparen?","Sie macht 10+15=$ <<10+15=25>> 25 eine Stunde von der Arbeit Das bedeutet, jede Woche macht sie 25*40=$ <<25*40=1000>> 1000 Sie will 10000*2=$ <<10000*.2=2000>> 2000 also muss sie 2000/1000= <<2000/1000=2>> 2 Wochen #### 2 arbeiten"
